desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment,,,,
446480000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508118_s.jpg,2022-08-18,등대식육식당부근,[개] 믹스견,흰색,2018(년생),6(Kg),전남-목포-2022-00817,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508118.jpg,종료(반환),M,U,"녹색목줄착용,풀 속에서 배회함",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,,,,,
446480000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818150871_s.jpg,2022-08-18,법원부근,[고양이] 한국 고양이,황색,2019(년생),4.3(Kg),전남-목포-2022-00816,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818150871.jpg,보호중,M,Y,"온순하고 사람을 잘따름,애교있고 활발함",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,,,,,
446480000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508364_s.jpg,2022-08-18,대송@부근,[개] 포메라니안,검정색,2018(년생),4.5(Kg),전남-목포-2022-00815,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508364.jpg,종료(반환),M,N,"온순하고 잘따름,최근미용됨,분리불안보임,가슴에 흰색털",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5,전라남도 목포시,축산계,061-270-8693,,,,,
445479000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182108157_s.jpg,2022-08-18,하서면 석산길 34,[개] 푸들,갈색,2019(년생),4(Kg),전북-부안-2022-00490,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/202208182108157.jpg,보호중,F,N,"털이 뭉쳐있고 관리가 안된 듯함, 초코색",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,,,,,
445479000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818210897_s.jpg,2022-08-18,주산면 행상마을 인근,[개] 믹스견,흰색,2021(년생),2.5(Kg),전북-부안-2022-00489,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/20220818210897.jpg,보호중,M,N,사람을 잘 따르고 활달함,부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,,,,,
445479000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182108673_s.jpg,2022-08-18,주산면 행상마을 인근,[개] 믹스견,갈색,2021(년생),2.5(Kg),전북-부안-2022-00488,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/202208182108673.jpg,보호중,M,N,곰인형을 닮은 강아지,부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,,,,,
445479000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182108188_s.jpg,2022-08-18,주산면 주산로 333-5 인근,[개] 믹스견,갈색,2019(년생),4(Kg),전북-부안-2022-00487,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/202208182108188.jpg,보호중,M,N,사람을 잘 따르고 튼튼함,부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,,,,,
445479000000000,http://www.animal.go.kr/files/shelter/2022/08/202208180708364_s.jpg,2022-08-18,행중리 도로변,[개] 믹스견,검은색,2016(년생),8(Kg),전북-부안-2022-00486,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/202208180708364.jpg,보호중,Q,N,"교통사고 난 채 길가에 방치되어 동물병원 이송, 빨간 목줄이 있음",부안군 동물보호센터,063-580-4499,전라북도 부안군 주산면 주산로 369  부안군 동물보호센터,전라북도 부안군,부안군,063-580-4499,,,,,
445478000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182208649_s.jpg,2022-08-18,흥덕면,[개] 토이 푸들,갈색,2016(년생),4(Kg),전북-고창-2022-00235,2022-08-18,2022-09-08,http://www.animal.go.kr/files/shelter/2022/08/202208182208649.jpg,보호중,F,Y,반환,더나은동물병원보호소,063-560-2629,전라북도 고창군 무장면 신촌농장길 98,전라북도 고창군,송효주,063-560-2629,,,,,
445478000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182208832_s.jpg,2022-08-18,고수면,[개] 믹스견,흰색,2022(년생),2(Kg),전북-고창-2022-00233,2022-08-18,2022-09-08,http://www.animal.go.kr/files/shelter/2022/08/202208182208832.jpg,보호중,F,N,입양,더나은동물병원보호소,063-560-2629,전라북도 고창군 무장면 신촌농장길 98,전라북도 고창군,송효주,063-560-2629,,,,,
445478000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182208641_s.jpg,2022-08-18,고수면,[개] 믹스견,"검정,흰색",2019(년생),7(Kg),전북-고창-2022-00232,2022-08-18,2022-09-08,http://www.animal.go.kr/files/shelter/2022/08/202208182208641.jpg,보호중,F,N,"순함, 새끼와 함께 구조",더나은동물병원보호소,063-560-2629,전라북도 고창군 무장면 신촌농장길 98,전라북도 고창군,송효주,063-560-2629,,,,,
445470000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181808677_s.jpg,2022-08-18,운봉읍 가산화수길 19,[개] 믹스견,아이보리,2021(년생),5(Kg),전북-남원-2022-00464,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181808677.png,보호중,F,N,"교통사고, 좌측후지골절",인월동물병원,063-636-2873,전라북도 남원시 인월면 인월로 64,전라북도 남원시,남원시,063-620-6420,,,,,
445470000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181808501_s.jpg,2022-08-18,인월면 인월유곡길 15-7,[개] 믹스견,아이보리,2019(년생),20(Kg),전북-남원-2022-00463,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181808501.png,보호중,F,N,피부질환,인월동물병원,063-636-2873,전라북도 남원시 인월면 인월로 64,전라북도 남원시,남원시,063-620-6420,,,,,
445470000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181608748_s.jpg,2022-08-18,노암동,[개] 믹스견,백색,2017(년생),15.4(Kg),전북-남원-2022-00462,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181608748.jpg,보호중,F,U,사진참조,청원동물병원,063-633-3533,전라북도 남원시 죽항동 278번지,전라북도 남원시,남원시,063-620-6420,,,,,
445470000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108787_s.jpg,2022-08-18,인월면 인월유곡길 15-7,[개] 믹스견,아이보리,2022(년생),1.3(Kg),전북-남원-2022-00457,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181108787.png,보호중,M,N,"내외부기생충, 피부질환",인월동물병원,063-636-2873,전라북도 남원시 인월면 인월로 64,전라북도 남원시,남원시,063-620-6420,,,,,
445470000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108527_s[1].jpg,2022-08-18,인월면 인월유곡길 15-7,[개] 믹스견,검정색,2022(년생),1.3(Kg),전북-남원-2022-00458,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181108527.png,보호중,M,N,"내외부기생충, 피부질환",인월동물병원,063-636-2873,전라북도 남원시 인월면 인월로 64,전라북도 남원시,남원시,063-620-6420,,,,,
445470000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818110872_s.jpg,2022-08-18,인월면 인월유곡길 15-7,[개] 믹스견,아이보리,2022(년생),1.2(Kg),전북-남원-2022-00459,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818110872.png,보호중,F,N,"내외부기생충, 피부질환",인월동물병원,063-636-2873,전라북도 남원시 인월면 인월로 64,전라북도 남원시,남원시,063-620-6420,,,,,
445470000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108112_s.jpg,2022-08-18,인월면 인월유곡길 15-7,[개] 믹스견,황색,2022(년생),1.3(Kg),전북-남원-2022-00460,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181108112.png,보호중,M,N,"내외부기생충, 피부질환",인월동물병원,063-636-2873,전라북도 남원시 인월면 인월로 64,전라북도 남원시,남원시,063-620-6420,,,,,
445470000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108477_s.jpg,2022-08-18,인월면 인월유곡길 15-7,[개] 믹스견,아이보리,2022(년생),1.2(Kg),전북-남원-2022-00461,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181108477.png,보호중,F,N,"내외부기생충, 피부질환",인월동물병원,063-636-2873,전라북도 남원시 인월면 인월로 64,전라북도 남원시,남원시,063-620-6420,,,,,
445469000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508350_s.jpg,2022-08-18,정읍시 북면 성원아파트 103동,[고양이] 페르시안-페르시안 친칠라,"흰,회",2018(년생),4(Kg),전북-정읍-2022-00381,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508350.jpg,보호중,Q,U,"온순, 미용되어있음",정읍시 동물보호소,063-535-6295,전라북도 정읍시 2산단5길 37-1 (하북동),전라북도 정읍시,정읍시,063-539-6403,,,,,
445467000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181708638_s.jpg,2022-08-18,약전길9,[고양이] 믹스묘,치즈,2021(년생),3(Kg),전북-군산-2022-00784,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/202208181708638.jpg,보호중,Q,N,영역다툼으로 보임,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20,전라북도 군산시,홍지수,063-454-5913,,,,,
445467000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308540_s.jpg,2022-08-18,보덕리643-8,[개] 믹스견,화이트,2022(년생),3(Kg),전북-군산-2022-00783,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/202208181308540.jpg,보호중,F,N,생후4개월추정,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20,전라북도 군산시,홍지수,063-454-5913,,,,,
445467000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308748_s.jpg,2022-08-18,보덕리643-8,[개] 믹스견,검/흰,2021(년생),5(Kg),전북-군산-2022-00782,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/202208181308748.jpg,보호중,F,N,박스에 담아진채 발견 최초신고,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20,전라북도 군산시,홍지수,063-454-5913,,,,,
445467000000000,http://www.animal.go.kr/files/shelter/2022/08/202208180908186_s.jpg,2022-08-18,어은리 시골길도로,[고양이] 믹스묘,턱시도,2020(년생),3.5(Kg),전북-군산-2022-00781,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/202208180908186.jpg,보호중,M,N,교통사고 추정,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20,전라북도 군산시,홍지수,063-454-5913,,,,,
445467000000000,http://www.animal.go.kr/files/shelter/2022/08/202208180908639_s.jpg,2022-08-18,명산동 부근,[개] 말티즈,화이트,2014(년생),4.5(Kg),전북-군산-2022-00780,2022-08-18,2022-09-02,http://www.animal.go.kr/files/shelter/2022/08/202208180908639.jpg,보호중,M,N,방울달린 목테착용,군산유기동물보호센터,063-451-2975,전라북도 군산시 대야면 보덕안정길 108-20,전라북도 군산시,홍지수,063-454-5913,,,,,
445464000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182308961_s.jpg,2022-08-18,용머리성당근처,[개] 믹스견,회/흰색,2008(년생),2.7(Kg),전북-전주-2022-01100,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208182308961.jpg,보호중,F,Y,분홍색 가슴줄,프렌즈동물병원,063-227-4975,전라북도 전주시 완산구 삼천동1가 592-1,전라북도 전주시,김상찬,063-281-5277,,,,,
445464000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181808885_s.jpg,2022-08-18,화정초등학교,[개] 믹스견,흰색검갈색,2022(년생),5.5(Kg),전북-전주-2022-01099,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181808885.jpg,종료(반환),M,N,온순함,행복한동물병원,063-244-0090,전라북도 전주시 덕진구 인후동1가 806-6,전라북도 전주시,김상찬,063-281-5277,,,,,
445464000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181808258_s.jpg,2022-08-18,화정초등학교,[개] 라브라도 리트리버,갈색,2022(년생),35(Kg),전북-전주-2022-01098,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181808258.jpg,종료(반환),M,N,온순함,행복한동물병원,063-244-0090,전라북도 전주시 덕진구 인후동1가 806-6,전라북도 전주시,김상찬,063-281-5277,,,,,
444462000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508273_s.jpg,2022-08-18,소원면 만리포 2길 96 만리포 힐링펜션,[개] 푸들,회색,2015(년생),3(Kg),충남-태안-2022-00346,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181508273.jpg,보호중,M,U,순하고 잘따름,최동물병원,041-672-0346,충청남도 태안군 태안읍 남문리 504-6,충청남도 태안군,태안군,041-670-2827,,,,,
444460000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181608626_s.jpg,2022-08-18,홍동면 신기리 776,[개] 믹스견,흰색,2021(년생),8(Kg),충남-홍성-2022-00307,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181608626.jpg,보호중,F,U,순진한성격,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면),충청남도 홍성군,박철,041-630-1727,,,,,
444460000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181608389_s.jpg,2022-08-18,서부면 남당항로213번길1(보령수협 남당항지점),[개] 믹스견,밝은 갈색,2020(년생),6(Kg),충남-홍성-2022-00306,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181608389.jpg,보호중,F,U,임신견,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면),충청남도 홍성군,박철,041-630-1727,,,,,
444460000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308343_s.jpg,2022-08-18,광천읍 홍남로717-20(하나원룸),[개] 믹스견,검은색,2022(년생),2(Kg),충남-홍성-2022-00305,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181308343.jpg,보호중,F,U,3개월령,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면),충청남도 홍성군,박철,041-630-1727,,,,,
444460000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108565_s.jpg,2022-08-18,홍북읍 상하리373-30,[개] 믹스견,흑갈색,2022(년생),1(Kg),충남-홍성-2022-00304,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181108565.jpg,보호중,F,U,2개월령.온순,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면),충청남도 홍성군,박철,041-630-1727,,,,,
444460000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108665_s.jpg,2022-08-18,홍북읍 상하리373-30,[개] 믹스견,흰갈색,2022(년생),1(Kg),충남-홍성-2022-00303,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181108665.jpg,보호중,F,U,2개월령.온순,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면),충청남도 홍성군,박철,041-630-1727,,,,,
444460000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108777_s.jpg,2022-08-18,홍북읍 상하리373-30,[개] 믹스견,흑갈색,2022(년생),1(Kg),충남-홍성-2022-00302,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181108777.jpg,보호중,F,U,2개월령.온순,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면),충청남도 홍성군,박철,041-630-1727,,,,,
444460000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108726_s.jpg,2022-08-18,홍북읍 상하리373-30,[개] 믹스견,흰갈색,2022(년생),1(Kg),충남-홍성-2022-00301,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181108726.jpg,보호중,F,U,2개월령.온순,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면),충청남도 홍성군,박철,041-630-1727,,,,,
444460000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108376_s.jpg,2022-08-18,홍북읍 상하리373-30,[개] 믹스견,갈색,2022(년생),1(Kg),충남-홍성-2022-00300,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181108376.jpg,보호중,F,U,2개월령.온순,금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면),충청남도 홍성군,박철,041-630-1727,,,,,
444458000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818110849_s.jpg,2022-08-18,충청남도 서천군 서천읍 서천로 129,[개] 믹스견,검정색,2022(년생),2(Kg),충남-서천-2022-00153,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818110849.jpeg,보호중,M,N,서천읍 동네 배회로 신고된 검정색 수컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,,,,,
444457000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308314[1]_s.jpg,2022-08-18,나성북로 17,[개] 믹스견,흰색,2022(년생),6(Kg),충남-부여-2022-00214,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308314[1].jpg,보호중,F,N,"흰색,사나움,입질",남부여동물병원,041-837-8275,충청남도 부여군 부여읍 성왕로 190-1  남부여동물병원,충청남도 부여군,부여군,041-830-2256,,,,,
444457000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818130873_s.jpg,2022-08-18,임천 유기견 보호센터,[개] 믹스견,흰색,2022(년생),0.3(Kg),충남-부여-2022-00213,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818130873.jpg,보호중,M,N,"흰색,유기견 보호센터에서 태어남",남부여동물병원,041-837-8275,충청남도 부여군 부여읍 성왕로 190-1  남부여동물병원,충청남도 부여군,부여군,041-830-2256,,,,,
444457000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308247_s.jpg,2022-08-18,임천 유기견 보호센터,[개] 믹스견,흰색,2022(년생),0.3(Kg),충남-부여-2022-00212,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308247.jpg,보호중,F,N,흰색 유기견보호센터에서 태어남,남부여동물병원,041-837-8275,충청남도 부여군 부여읍 성왕로 190-1  남부여동물병원,충청남도 부여군,부여군,041-830-2256,,,,,
444449000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181708811_s.jpg,2022-08-18,천안시 서북구 직산읍 양당로77-10,[개] 믹스견,연황색,2022(년생),4(Kg),충남-천안-2022-00788,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181708811.jpg,보호중,F,N,3개월령. 2마리 함께 구조,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5739,,,,,
444449000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181708569_s.jpg,2022-08-18,천안시 서북구 직산읍 양당로77-10,[개] 믹스견,황색,2022(년생),4(Kg),충남-천안-2022-00787,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181708569.jpg,보호중,M,N,3개월령. 2마리 함께 구조,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5739,,,,,
444449000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308844_s.jpg,2022-08-18,천안시 서북구 성정동 691,[개] 코카 스파니엘,흰+갈색,2022(년생),2.5(Kg),충남-천안-2022-00786,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308844.jpg,보호중,M,N,3개월령,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5739,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818180870_s.jpg,2022-08-18,미원면,[개] 믹스견,"흰, 갈",2019(년생),10(Kg),충북-청주-2022-00986,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818180870.jpg,보호중,M,N,"겁이 많고 경계가 있음, 진드기가 있어 약 처치",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181808129_s.jpg,2022-08-18,봉명동 신라아파트 후문,[개] 말티즈,흰색,2017(년생),3(Kg),충북-청주-2022-00985,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181808129.jpg,종료(반환),M,Y,"칩 있음, 주인 반환 예정",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181708500_s.jpg,2022-08-18,화계동200네오텍,[개] 진도견,흰색,2020(년생),15(Kg),충북-청주-2022-00984,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181708500.jpg,종료(반환),F,U,자주색 목줄 착용한채 발견 진도믹스로 추정,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181708763_s.jpg,2022-08-18,2순환로 932,[고양이] 한국 고양이,삼색이,2022(년생),0.4(Kg),충북-청주-2022-00983,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181708763.jpg,보호중,F,N,"수유묘,수유봉사,입양전제 임보가능",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508844_s.jpg,2022-08-18,오창읍 양청택지1길 부근,[고양이] 믹스묘,"검은색, 흰색, 회색",2022(년생),1.2(Kg),충북-청주-2022-00982,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508844.jpg,보호중,F,N,"아메숏 믹스 추정, 사람 손을 잘 타지않는 예민한상태",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443448000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181608184_s.jpg,2022-08-18,단성면 외중방리,[개] 믹스견,갈색,2022(년생),16.50(Kg),충북-단양-2022-00215,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181608184.jpg,보호중,M,N,"2마리 무리지어 다녔지만, 한마리는 포획 실패함.",단양군유기동물보호소,043-420-2746,충청북도 단양군 매포읍 우덕리 910번지,충청북도 단양군,단양군,043-420-2743,,,,,
443447000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181708153_s.jpg,2022-08-18,음성군 감곡면 매괴성당 인근,[개] 믹스견,검정색,2020(년생),27(Kg),충북-음성-2022-00189,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181708153.jpg,보호중,F,N,귀가 아래로 쳐져 있으며 성격은 온순해 보임. 자주 짖고 소리가 우렁참,금왕동물병원,043-877-0763,충청북도 음성군 금왕읍 대금로 1498 (금왕읍) 금왕동물병원,충청북도 음성군,admin,043-871-3404,,,,,
443445000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818090829_s.jpg,2022-08-18,덕산읍 산수산단2로 116,[고양이] 한국 고양이,황갈색,2022(년생),0.4(Kg),충북-진천-2022-00156,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818090829.jpg,보호중,M,N,전반적건강양호,괴산증평보호소,010-3169-1151,충청북도 증평군 도안면 입장길 239,충청북도 진천군,윤성호,043-539-3562,,,,,
443445000000000,http://www.animal.go.kr/files/shelter/2022/08/202208180908850_s.jpg,2022-08-18,덕산읍 산수산단2로 116,[고양이] 한국 고양이,황백색,2022(년생),0.4(Kg),충북-진천-2022-00155,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208180908850.jpg,보호중,M,N,전반적건강양호,괴산증평보호소,010-3169-1151,충청북도 증평군 도안면 입장길 239,충청북도 진천군,윤성호,043-539-3562,,,,,
443443000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308723_s.jpg,2022-08-18,옥천읍,[개] 믹스견,흰색,2022(년생),5(Kg),충북-옥천-2022-00258,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308723.jpeg,보호중,F,N,[관리번호 258] 19구조대가 포획 사람경계가 심함,옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이가람,043-730-3684,,,,,
443443000000000,http://www.animal.go.kr/files/shelter/2022/08/202208180908326_s.jpg,2022-08-18,옥천읍,[고양이] 한국 고양이,삼색,2022(년생),0.3(Kg),충북-옥천-2022-00257,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208180908326.jpeg,보호중,F,N,"[관리번호 257] 충북도립대 앞에서 구조됨, 교통사고",옥천동물병원,010-8843-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",충청북도 옥천군,이가람,043-730-3684,,,,,
443439000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508741_s.jpg,2022-08-18,건대병원 인근,[개] 믹스견,흰갈,2022(년생),4.8(Kg),충북-충주-2022-00240,2022-08-18,2022-08-25,http://www.animal.go.kr/files/shelter/2022/08/202208181508741.jpg,보호중,F,N,"순함,방울달린 파란목줄착용",충주시동물보호센터,043-851-3168,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면),충청북도 충주시,충주시,043-850-5864,,,,,
442427000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508799_s.jpg,2022-08-18,남면 담터길 3-8,[개] 믹스견,갈색,2019(년생),4(Kg),강원-영월-2022-00108,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508799.png,보호중,F,N,사나움,영월군위탁동물보호소,033-370-2392,강원도 영월군 영월읍 덕포우회길 329,강원도 영월군,가축방역,033-370-1613,,,,,
442423000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108395_s.jpg,2022-08-18,장성천길10,[개] 믹스견,흰색,2022(년생),1.38(Kg),강원-속초-2022-00206,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181108395.jpg,보호중,M,N,"3마리함께발견,생후한달",속초시유기동물보호소,033-636-2519,강원도 속초시 하도문길 103 (대포동),강원도 속초시,최화진,033-639-2583,,,,,
