desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment,,,,
444461000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161008239_s.jpg,2022-08-16,오가면 원천오촌길 101,[개] 믹스견,"흰색, 갈색",2022(년생),1(Kg),충남-예산-2022-00376,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161008239.jpeg,보호중,M,U,군에 신고하여 구조함,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,,,,,
444461000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161008537_s.jpg,2022-08-16,예산로 245-12,[개] 믹스견,흰색,2020(년생),10(Kg),충남-예산-2022-00375,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161008537.jpeg,보호중,M,U,군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,,,,,
444461000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161008788_s.jpg,2022-08-16,천변로 90번길 9-9,[고양이] 한국 고양이,"흰색, 회색",2022(년생),0.1(Kg),충남-예산-2022-00374,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161008788.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,,,,,
444461000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161008395_s.jpg,2022-08-16,천변로 90번길 9-9,[고양이] 한국 고양이,검은색,2022(년생),0.1(Kg),충남-예산-2022-00373,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161008395.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,,,,,
444461000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161008283_s.jpg,2022-08-16,천변로 90번길 9-9,[고양이] 한국 고양이,삼색,2022(년생),0.1(Kg),충남-예산-2022-00372,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161008283.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,,,,,
444461000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161008223_s.jpg,2022-08-16,천변로 90번길 9-9,[고양이] 한국 고양이,"흰색,회색",2022(년생),0.1(Kg),충남-예산-2022-00371,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161008223.jpeg,보호중,Q,N,어미가 발견되지 않아 군에 신고하여 구조함.,예산동물보호센터,010-5453-8043,충청남도 예산군 예산읍 아리랑로 236  지하1층,충청남도 예산군,가축방역팀,041-339-7832,,,,,
444458000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708749_s.jpg,2022-08-16,충청남도 서천군 마산면 군간길 67번길 38-3 판넬집,[개] 믹스견,흰황색,2022(년생),2.5(Kg),충남-서천-2022-00152,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161708749.jpeg,보호중,F,N,마산면 동네 배회로 신고된 흰황색 암컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,,,,,
444458000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708937_s.jpg,2022-08-16,충청남도 서천군 마산면 군간길 67번길 38-3 판넬집,[개] 믹스견,갈색,2022(년생),2.5(Kg),충남-서천-2022-00151,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161708937.jpeg,보호중,F,N,마산면 동네 배회로 신고된 갈색 암컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,,,,,
444458000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708159_s.jpg,2022-08-16,충청남도 서천군 마산면 군간길 67번길 38-3 판넬집,[개] 믹스견,흰색,2017(년생),5(Kg),충남-서천-2022-00150,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161708159.jpeg,보호중,F,N,마산면 동네 배회로 신고된 흰색 암컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,,,,,
444458000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608165_s[1].jpg,2022-08-16,충청남도 서천군 마산면 군간길 67번길 38-3 판넬집,[개] 믹스견,흰황색,2022(년생),2.5(Kg),충남-서천-2022-00149,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608165.jpeg,보호중,M,N,마산면 동네 배회로 신고된 흰황색 수컷 단모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,,,,,
444458000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608946_s.jpg,2022-08-16,충청남도 서천군 마산면 군간길 67번길 38-3 판넬집,[개] 믹스견,검갈색,2017(년생),5(Kg),충남-서천-2022-00148,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608946.jpeg,보호중,M,N,마산면 동네 배회로 신고된 검갈색 수컷 장모견,서천군유기동물보호소,041-950-4390,충청남도 서천군 마산면 한마로 1189-19,충청남도 서천군,서천군,041-950-4388,,,,,
444453000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608462_s.jpg,2022-08-16,해미 교차로 내포로 방향,[고양이] 한국 고양이,"흰색, 노란색",2022(년생),0.13(Kg),충남-서산-2022-00561,2022-08-16,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208161608462.jpg,보호중,Q,U,"입소 시 40일령 추정, 순함",서산시 동물보호센터,041-660-2040,충청남도 서산시 인지면 무학재1길 99,충청남도 서산시,최기항,041-660-2392,,,,,
444453000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608379_s.jpg,2022-08-16,군진 1길 9-13,[고양이] 한국 고양이,"회갈색, 흰색",2022(년생),0.58(Kg),충남-서산-2022-00560,2022-08-16,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208161608379.jpg,종료(자연사),Q,U,"입소 시 2개월령 추정, 눈 안 좋음",서산시 동물보호센터,041-660-2040,충청남도 서산시 인지면 무학재1길 99,충청남도 서산시,최기항,041-660-2392,,,,,
444453000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608158_s.jpg,2022-08-16,부석면 월계리 881-5,[개] 믹스견,"흰색, 갈색",2022(년생),2.9(Kg),충남-서산-2022-00559,2022-08-16,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208161608158.jpg,보호중,F,U,"입소 시 5개월령 추정, 경계",서산시 동물보호센터,041-660-2040,충청남도 서산시 인지면 무학재1길 99,충청남도 서산시,최기항,041-660-2392,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161908843_s.jpg,2022-08-16,동대동 동현로 5-35,[고양이] 한국 고양이,검회색,2022(년생),0.01(Kg),충남-보령-2022-00402,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161908843.jpg,보호중,M,N,2일령 추정,보령길고양이보호협회,010-9942-9901,충청남도 보령시 남대천로 91 (대천동) 상가동 201호,충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161908299_s.jpg,2022-08-16,명천동 수청사거리 타이어뱅크,[고양이] 한국 고양이,검흰색,2022(년생),0.53(Kg),충남-보령-2022-00401,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161908299.jpg,보호중,M,N,6주령 추정,보령길고양이보호협회,010-9942-9901,충청남도 보령시 남대천로 91 (대천동) 상가동 201호,충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/20220816190882_s.jpg,2022-08-16,죽정동 부경파크빌아파트 104동 앞,[고양이] 한국 고양이,흰검갈색,2022(년생),0.43(Kg),충남-보령-2022-00400,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/20220816190882.jpg,보호중,F,N,1개월령 추정,보령길고양이보호협회,010-9942-9901,충청남도 보령시 남대천로 91 (대천동) 상가동 201호,충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/20220816110885_s.jpg,2022-08-16,청소면 보령휴게소,[개] 믹스견,갈색,2021(년생),5.00(Kg),충남-보령-2022-00399,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/20220816110885.jpg,보호중,F,N,선천적 발가락2개,보령시유기동물보호소,010-5427-7210,충청남도 보령시 녹문3길 7 (내항동),충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108826[1]_s.jpg,2022-08-16,신흑동 육군콘도 입구 도로,[개] 믹스견,흰갈색,2019(년생),8.00(Kg),충남-보령-2022-00398,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108826[1].jpg,종료(반환),F,N,3살 추정,보령시유기동물보호소,010-5427-7210,충청남도 보령시 녹문3길 7 (내항동),충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108141_s.jpg,2022-08-16,신흑동 육군콘도 입구 도로,[개] 믹스견,검갈흰색,2019(년생),7.00(Kg),충남-보령-2022-00397,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108141.jpg,종료(반환),M,N,3살 추정,보령시유기동물보호소,010-5427-7210,충청남도 보령시 녹문3길 7 (내항동),충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108457_s.jpg,2022-08-16,대천동 의평아파트 무지개마트,[고양이] 한국 고양이,검흰색,2022(년생),0.50(Kg),충남-보령-2022-00396,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108457.jpg,보호중,F,N,6주령 추정,보령길고양이보호협회,010-9942-9901,충청남도 보령시 남대천로 91 (대천동) 상가동 201호,충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108444_s.jpg,2022-08-16,대천2동 프라이빗아파트,[개] 믹스견,갈색,2021(년생),1.50(Kg),충남-보령-2022-00395,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108444.jpg,보호중,F,N,1살 추정,보령시유기동물보호소,010-5427-7210,충청남도 보령시 녹문3길 7 (내항동),충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108815[1]_s.jpg,2022-08-16,대천2동 프라이빗아파트,[개] 믹스견,연갈흰색,2019(년생),1.50(Kg),충남-보령-2022-00394,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108815[1].jpg,보호중,F,N,3살 추정,보령시유기동물보호소,010-5427-7210,충청남도 보령시 녹문3길 7 (내항동),충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108949_s.jpg,2022-08-16,청소면 제일자동차학원,[개] 믹스견,연갈흰색,2017(년생),17.00(Kg),충남-보령-2022-00393,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108949.jpg,보호중,M,N,5살 추정,보령시유기동물보호소,010-5427-7210,충청남도 보령시 녹문3길 7 (내항동),충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108970_s.jpg,2022-08-16,중부발전 본사 사옥앞,[개] 포메라니안,흰색,2020(년생),6.00(Kg),충남-보령-2022-00392,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108970.jpg,종료(반환),F,N,임신 만삭 추정,보령시유기동물보호소,010-5427-7210,충청남도 보령시 녹문3길 7 (내항동),충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108230_s.jpg,2022-08-16,주교면 관창리 창미유치원 앞 농수로,[개] 믹스견,갈회색,2020(년생),10.00(Kg),충남-보령-2022-00391,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108230.jpg,보호중,M,N,2살 추정,보령시유기동물보호소,010-5427-7210,충청남도 보령시 녹문3길 7 (내항동),충청남도 보령시,박태섭,041-930-7924,,,,,
444451000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161108365_s.jpg,2022-08-16,미산면 풍계리,[개] 믹스견,흰회색,2019(년생),10.00(Kg),충남-보령-2022-00390,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161108365.jpg,보호중,F,N,3살 추정,보령시유기동물보호소,010-5427-7210,충청남도 보령시 녹문3길 7 (내항동),충청남도 보령시,박태섭,041-930-7924,,,,,
444450000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708286_s.jpg,2022-08-16,공주소방서,[개] 프렌치 불독,검정,2019(년생),13.0(Kg),충남-공주-2022-00207,2022-08-16,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208161708286.jpeg,보호중,F,N,"사람을 잘따르며, 경미한 피부염 있음",공주시 동물보호소,041-840-8580,충청남도 공주시 우성면 내산목천길 52-15,충청남도 공주시,축산유통팀,041-840-8580,,,,,
444450000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708250_s.jpg,2022-08-16,공주소방서,[개] 프렌치 불독,흰색&검정,2019(년생),11.0(Kg),충남-공주-2022-00206,2022-08-16,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208161708250.jpeg,보호중,F,N,"사람을 잘따르며, 경미한 피부염 있음",공주시 동물보호소,041-840-8580,충청남도 공주시 우성면 내산목천길 52-15,충청남도 공주시,축산유통팀,041-840-8580,,,,,
444450000000000,http://www.animal.go.kr/files/shelter/2022/08/20220816170805_s.jpg,2022-08-16,공주소방서,[개] 믹스견,흰색,2017(년생),31.0(Kg),충남-공주-2022-00205,2022-08-16,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220816170805.jpeg,종료(반환),M,Y,눈꼽이 많이 낌,공주시 동물보호소,041-840-8580,충청남도 공주시 우성면 내산목천길 52-15,충청남도 공주시,축산유통팀,041-840-8580,,,,,
444450000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708131_s.jpg,2022-08-16,신관119구급센터,[개] 믹스견,흰색,2020(년생),18.0(Kg),충남-공주-2022-00204,2022-08-16,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208161708131.jpeg,종료(반환),M,N,"진드기가 많이 붙어있고, 피부염 심함",공주시 동물보호소,041-840-8580,충청남도 공주시 우성면 내산목천길 52-15,충청남도 공주시,축산유통팀,041-840-8580,,,,,
444449000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708970_s.jpg,2022-08-16,천안시 서북구 백석 한들 문화 센터 내,[개] 믹스견,미색,2019(년생),18(Kg),충남-천안-2022-00768,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161708970.jpg,보호중,M,N,눈동자 갈색,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5739,,,,,
444449000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708334_s.jpg,2022-08-16,천안시 서북구 서부16길49,[개] 스피츠,흰색,2019(년생),6(Kg),충남-천안-2022-00767,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161708334.jpg,보호중,F,U,목욕 흔적 있음,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5739,,,,,
444449000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608490[1]_s.jpg,2022-08-16,천안시 동남구 각원사,[개] 시바,흑백,2016(년생),8(Kg),충남-천안-2022-00766,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608490[1].jpg,보호중,M,Y,다리가 짧고 통통함,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5739,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161808696_s.jpg,2022-08-16,금천동 381,[개] 믹스견,검정,2020(년생),13(Kg),충북-청주-2022-00974,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161808696.jpg,보호중,F,U,사람을 잘 따름,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161808608_s.jpg,2022-08-16,미평동 241-2,[개] 믹스견,갈색,2017(년생),20(Kg),충북-청주-2022-00973,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161808608.jpg,보호중,F,U,조심스러운 아이,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161808123_s.jpg,2022-08-16,용정동1206번지,[개] 푸들,갈색,2014(년생),5.5(Kg),충북-청주-2022-00972,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161808123.jpg,종료(반환),F,U,주인 반환 예정,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708733_s.jpg,2022-08-16,청주대학교 인근 산책로,[개] 믹스견,"흰, 갈",2019(년생),6.3(Kg),충북-청주-2022-00971,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161708733.jpg,보호중,M,N,"초록색 목줄 착용, 겁이 조금 있으나 순함",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161508403_s.jpg,2022-08-16,비하동 서청주 자이 아파트,[고양이] 한국 고양이,고등어,2022(년생),0.5(Kg),충북-청주-2022-00970,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161508403.jpg,보호중,Q,N,신고자 치료 목적 임시보호 상태,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161408962_s.jpg,2022-08-16,분평동 남들연립,[고양이] 한국 고양이,카오스,2022(년생),0.5(Kg),충북-청주-2022-00969,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161408962.jpg,보호중,F,N,조용한 아이,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308659_s.jpg,2022-08-16,신성로 148-58번지 앞 배수로,[개] 믹스견,"흰색, 베이지색",2022(년생),6(Kg),충북-청주-2022-00968,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308659.jpg,종료(반환),F,U,"매우 순한성격, 수로에서 빠진상태에서 구조",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308295[1]_s.jpg,2022-08-16,청원구 내수읍 청암로 244번지 부근,[개] 믹스견,"갈, 흰, 검",2021(년생),12.5(Kg),충북-청주-2022-00967,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308295[1].jpg,보호중,M,N,겁이 많아 예민함,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161308601_s.jpg,2022-08-16,송절동 동아식품,[개] 시츄,"흰색, 갈색",2014(년생),5.3(Kg),충북-청주-2022-00966,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161308601.jpg,종료(반환),M,Y,주인 연락되어 반환예정,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443571000000000,http://www.animal.go.kr/files/shelter/2022/08/20220816130809[1]_s.jpg,2022-08-16,청원구 2산단로 113번지 부근,[기타축종] 닭,"흰색, 빨간색",2022(년생),2(Kg),충북-청주-2022-00965,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/20220816130809[1].jpg,보호중,F,N,사이즈가 작고 얌전함,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면),충청북도 청주시,정동복,043-201-2296,,,,,
443448000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161008916_s.jpg,2022-08-16,대강면,[개] 믹스견,"얼룩(갈색, 흰색)",2022(년생),1.20(Kg),충북-단양-2022-00210,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161008916.jpg,종료(반환),Q,U,순함,단양군유기동물보호소,043-420-2746,충청북도 단양군 매포읍 우덕리 910번지,충청북도 단양군,단양군,043-420-2743,,,,,
443444000000000,http://www.animal.go.kr/files/shelter/2022/08/20220816090808_s.jpg,2022-08-16,추풍령면 예향원,[개] 믹스견,흰색바탕에 검은점,2018(년생),5.8(Kg),충북-영동-2022-00112,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/20220816090808.jpg,보호중,F,U,"미등록,목줄,견인줄 미착용",최종주동물병원,043-744-4209,"충청북도 영동군 영동읍 계산로 54 (영동읍, 최종주동물병원)",충청북도 영동군,영동군 동물보호담당,043-740-3443,,,,,
443442000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161208983_s.jpg,2022-08-16,충북 보은군 마로면 적암길 118,[개] 믹스견,흰색,2022(년생),10(Kg),충북-보은-2022-00060,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161208983.jpg,보호중,M,U,"흰색, 큰귀",최상오동물병원,010-7238-0046,충청북도 보은군 보은읍 보은로 119-1 (보은읍),충청북도 보은군,류가은,043-540-3643,,,,,
443442000000000,http://www.animal.go.kr/files/shelter/2022/08/202208160908429_s.jpg,2022-08-16,충북 보은군 보은읍 중곡리,[개] 믹스견,흰색,2021(년생),15(Kg),충북-보은-2022-00059,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208160908429.jpg,보호중,F,U,"뒷발에 깁스, 흰색",최상오동물병원,010-7238-0046,충청북도 보은군 보은읍 보은로 119-1 (보은읍),충청북도 보은군,류가은,043-540-3643,,,,,
443440000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161208789_s.jpg,2022-08-16,장락주공 106동 공터,[개] 믹스견,짙은 갈색,2017(년생),18(Kg),충북-제천-2022-00148,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161208789.jpg,보호중,F,N,심장사상충양성,제천시 동물보호센터,043-647-0059,충청북도 제천시 금성면 적성로8길 51 (금성면),충청북도 제천시,제천시,043-641-6874,,,,,
443439000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708469_s.jpg,2022-08-16,연수주공 7단지 인근,[개] 믹스견,흰갈,2022(년생),2.5(Kg),충북-충주-2022-00238,2022-08-16,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208161708469.jpg,종료(안락사),M,N,"순함,236,237번 같이구조,신고자의하면 버려졌다함",충주시동물보호센터,043-851-3168,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면),충청북도 충주시,충주시,043-850-5864,,,,,
443439000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708977_s.jpg,2022-08-16,연수주공 7단지 인근,[개] 믹스견,흰갈,2022(년생),2.5(Kg),충북-충주-2022-00237,2022-08-16,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208161708977.jpg,종료(안락사),F,N,"순함. 236,238 같이구조,신고자의하면 버려졌다함",충주시동물보호센터,043-851-3168,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면),충청북도 충주시,충주시,043-850-5864,,,,,
443439000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161708587_s.jpg,2022-08-16,연수주공 7단지 인근,[개] 믹스견,흰색,2022(년생),2.5(Kg),충북-충주-2022-00236,2022-08-16,2022-08-23,http://www.animal.go.kr/files/shelter/2022/08/202208161708587.jpg,종료(안락사),F,N,"순함.결막염있음, 237,238번 같이구조,신고자의하면 버려졌다함",충주시동물보호센터,043-851-3168,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면),충청북도 충주시,충주시,043-850-5864,,,,,
442431000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608270_s.jpg,2022-08-16,서오지리길 37,[개] 믹스견,크림색,2018(년생),7.00(Kg),강원-화천-2022-00062,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608270.jpg,보호중,F,N,"새끼 4마리와 함께 발견됨, 온순함, 빨간목도리 착용",화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,,,,,
442431000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608934_s.jpg,2022-08-16,서오지리길 37,[개] 믹스견,갈색,2022(년생),3.00(Kg),강원-화천-2022-00061,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608934.jpg,보호중,F,N,온순함.,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,,,,,
442431000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608125_s.jpg,2022-08-16,서오지리길 37,[개] 믹스견,갈색,2022(년생),3.00(Kg),강원-화천-2022-00060,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608125.jpg,보호중,M,N,온순함.,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,,,,,
442431000000000,http://www.animal.go.kr/files/shelter/2022/08/202208161608953_s.jpg,2022-08-16,서오지리길37,[개] 믹스견,갈색,2022(년생),3.00(Kg),강원-화천-2022-00059,2022-08-16,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208161608953.jpg,보호중,F,N,온순함.,화천군농업기술센터,033-440-2941,강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,강원도 화천군,가축방역담당,033-440-2942,,,,,
